337538,声音嘶哑
337863,喉部痉挛
338115,喉部堵塞感
340903,喉咙痛
337198,静脉出血
337199,动脉出血
337521,吞咽困难
342476,皮下气肿
337077,喉弥漫性黏膜肥厚，凹凸不平
339706,窒息
340800,咳声嘶哑
337078,喉痒咳嗽
341205,咽喉部干燥刺痒
338118,喉鸣声
337478,紫绀
343677,新生儿喉喘鸣
337866,喉头水肿
338091,肉芽肿
339305,声带麻痹
337219,限局皮肤肥厚
337476,鳞屑
337524,听力减退
339191,耳漏
343373,耳痒
343377,耳闷
337486,眩晕
337518,视力障碍
337640,步态不稳
337695,视野缩小
337698,视野缺损
337533,耳痛
338458,味觉减退
340046,面神经瘫痪
337350,耳道堵塞
340246,外耳道疼痛
340925,耳道异物	
340927,耳道流血	
338612,外耳道狭窄
343465,耳堵
343597,耳流脓
338218,双耳廓发育不全
952391,小便清长
1106085,浑身发冷
1106376,寒气重
337031,贫血
337405,便血
337408,腹痛
338111,肠套叠
337380,黄疸
337404,腹水
337420,肝肿大
337953,食欲减退
343261,肥胖
337399,便秘
337786,食欲缺乏
337909,失眠
338556,易激惹
338718,免疫力下降
340906,饭后困倦
1009080,癌性疼痛
337644,剥脱性皮炎
339161,运动失调
342674,营养代谢缺乏
342951,维生素B1缺乏
339057,反复肺不张
339448,肺部出血
339461,肺实变
339484,反复肺炎
337917,静脉曲张
338821,血管畸形
340327,鲜红斑痣
340409,蓝色橡皮大疱痣
337314,胃部隐痛
337448,消瘦
343721,嗳气 
785833,反酸
337922,焦虑
339500,思维缓慢
341653,情绪低落
938213,头部重压感
938280,气滞
880713,压痛
938286,疼痛
697170,肿胀
337254,关节响痛
341952,关节强硬
342037,关节僵直
342898,下肢短缩
337865,凝血功能障碍
337867,凝血障碍
339170,凝血因子功能的障碍
337424,胸痛
337493,头痛
338089,偏瘫
343719,呕吐
698068,失语
882030,肌肉无力
890109,视物模糊
337454,瘫痪
342158,病理性骨折
1071109,肝大
337986,食欲不振
338377,消化不良
337716,嗜睡
337822,神志淡漠
337976,神志不清
338553,抑郁
341849,情绪性疲劳
337440,咳嗽
337447,呼吸异常
339955,下肢浅静脉曲张
339981,肺动静脉瘘
339822,创伤
341349,足背动脉搏动消失
1040443,子宫移位
338280,阴道流血
337376,关节疼痛
337485,昏迷
338982,呼吸急促
