1001176,喉咽部因地位隐蔽，一般直视检查不能看清，更由于所占的空间较大，不是较大的癌肿，症状甚轻，不易早期发觉。而临床确诊的病例，常因范围较广，对放射治疗多不甚敏感，使手术治疗存在不少困难。术中既要考虑较为彻底地切除癌肿，又要设计喉咽大部切除后缺损的修复。并且喉咽癌常有颈部淋巴结转移，增加了修复的困难。 分类： 喉咽侧后壁癌肿、梨状窝癌肿、喉外型癌肿。 
1001187,喉切伤属开放性喉外伤。创伤可累及喉软骨，喉的筋膜等。如穿过喉腔，则称为贯通性喉外伤。喉切伤多为自我，平时临床上所见者，多是有自杀企图的切伤，半数为刺伤。用利刃刎颈的切伤多为横行。切伤的部位，据对国内外各家报告的综合统计，以甲状软骨占首位(33.0%)，依次为甲状舌骨膜(31.1%)、环甲膜(12.1%)、环状软骨(9.8%)，气管(8.0%)、舌骨上方(5.7%)。症状不外乎嘶哑、失音、呼吸困难、咳嗽、咯血等。主要是止血、抗休克和解除呼吸困难。检查伤口，寻找出血点，妥善结扎出血血管。如出血位置深，不易结扎止血，可用纱布在喉、气管两侧填塞止血。用吸引器清除喉腔、气管内血液，从切口中插入气管套管，保证呼吸道通畅。 
1001218,喉水肿为喉部松弛处的粘膜下有组织液浸润。喉粘膜松弛处，如杓状会厌襞、杓区、会厌等处发生粘膜下组织间水肿，有渗出液浸润。感染性喉水肿之渗出液为浆液性脓液，变应性、遗传血管性喉水肿之渗出液为浆液性。 
1001253,喉淀粉样变，又称喉淀粉样瘤。淀粉样物质积聚在喉部引起的病变，非真性肿瘤。可能与喉部慢性炎症、局部血和淋巴循环障碍、蛋白质代谢紊乱和组织退行性变有关，亦有人认为与全身性免疫缺陷有关。喉淀粉样瘤常位于声带、喉室或声门下区，从而引起声嘶或呼吸困难。喉淀粉样瘤无特效治疗。有人主张用肾上腺皮质激素或促肾上腺皮质激素作全身或局部注射，可使部分病人获得缓解。主要症状是声嘶、干燥感和刺激性咳嗽。病变广泛者，可引起呼吸困难。肿块小者，可在喉镜下切除，亦有用糖皮质激素或激光治疗。基底广者，行喉裂开术。 
1001263,喉异物多因口含异物或进食时，突然大声说话或哭笑将异物吸入喉部。多发于5岁以下的幼儿，声门裂是呼吸道最狭窄之处，一旦异物嵌顿，立即引起呼吸困难，如不及时抢救可很快窒息死亡。喉异物的种类甚多，食物、骨片、果核、假牙、针、钉等，均可存留于喉部。异物较大者可阻塞喉部，可致呼吸困难、发绀，甚至窒息。较小异物常有声嘶、咳嗽、咯血、呼吸困难、喘鸣和疼痛感。可在间接喉镜或直接喉镜下用异物钳取出。有喉阻塞现象者，宜急施行气管切开术，待呼吸困难缓解后，再于喉镜下取出。异物取出后，应继续观察思者，以便喉水肿时能予以紧急处理。 
1001277,喉狭窄系由各种原因所引起的喉部瘢痕组织形成，以致喉腔变狭，影响呼吸和发声功能。主要症状有声嘶、喉喘鸣、咳嗽、呼吸困难，严重者可发生紫绀或窒息。引起吼狭窄的原因有1、外伤：如喉部分切除、吸入化学腐蚀剂、长期气管插管、高位气管切开术等。 
1001285,喉插管损伤(intubation trauma of larynx)多发生于全身麻醉、危重患者抢救等需要经口、经鼻行喉气管插管术(laryngotracheal intubation)的情况下。因此，近年来此类喉部损伤日渐增加，长期留置鼻饲管亦可造成环后区粘膜损伤。其发病率国内外报道在10%～60%之间。气管插管术不熟练，操作粗暴，未看清声门，盲目强行插入。由于清醒插管时，表面麻醉不充分，病人咳嗽剧烈，发生喉部痉挛，喉镜或插管前端损伤喉部。有溃疡与伪膜形成者，须用抗生素和类固醇激素治疗。嘱病人少讲话，不要作屏气用力的动作。伪膜不脱落者，可在喉镜下取除。 
1001316,慢性外耳道炎是外耳道皮肤和皮下肤组织的慢性或复发性炎症。临床上，外耳道炎发生后，如果不注意及早控制病情以及治疗，容易引起耳聋以及耳鸣等疾病。接着变化为浆液性或脓性分泌物时，一般会使皮肤变肿，鼓膜被遮蔽，影响听力，从而产生传导性耳聋耳鸣，由于外耳道炎分泌无刺激，会使耳垂受累;急性外耳道炎如果不及时治疗或治疗不得当则会转为慢性。一旦转化为为慢性外耳道炎，则耳部经常会产生不适感和痒感，并有少量分泌物，听力将逐渐减退。 
1001393,Usher综合症又称遗传性耳聋-色素性视网膜炎综合征，视网膜色素变性-感音神经性耳聋综合征，聋哑伴视网膜色素变性综合征等。是以先天性感音神经性聋、渐进性视网膜色素变性而致视野缩小、视力障碍为主要表现的一种常染色体隐性遗传性疾病，具有遗传异质性。1858年Von Graefe首先发现聋哑合并视网膜色素变性病例。1914年英国眼科学家Charles Usher调查了视网膜色素变性人群中耳聋的发病率，首次提出耳聋-视网膜色素变性与遗传因素有关。1972年Holland等将该病正式命名为Usher综合征。   
1001404,外耳道胆脂瘤(external auditory canal cholesteatoma， EACC)是一种外耳道皮肤脱屑、胆固醇结晶堆积、上皮包裹所形成的囊状团块。其并非真性肿瘤，故又称为外耳道阻塞性角化病、表皮病。囊状团块的内层为复层鳞状上皮(包括基底层、颗粒层、棘细胞层、角化层)，囊的外层即基质层为一层厚薄不一的纤维组织，与周围临近组织连接紧密。多见于中老年人，男女发病率无明显差别，单侧多见，也可以双耳发病。由于胆脂瘤呈膨胀性生长，周围骨质长时间受压、破坏、吸收，导致外耳道扩大。主要危害是对外耳道、中耳乳突及相邻骨质的广泛破坏，引起听力下降，甚至引起颅内外严重并发症而危及生命。应及时取出。 可分为先天性和后天性两大类。先天性者常合并有先天性外中耳畸形，系胚胎发育过程中，胚源性外胚层组织遗留所致。后天性者根据病因不同可分为5类，包括：自发型、外伤型、术后医源型、外耳道狭窄型和外耳道阻塞性。根据Holt分期方法将本病分为3期：1期外耳道无或轻度扩大，局限性小凹形成;2期外耳道明显扩大，骨质破坏严重，局部囊袋形成;3期侵及乳突或(和)上鼓室。 
