1001176,喉部肿瘤
1001187,喉切伤
1001218,喉水肿
1001253,喉淀粉样变
1001263,喉异物
1001277,喉狭窄
1001285,喉插管损伤
1001316,慢性外耳道炎
1001393,Usher综合征
1001404,外耳道胆脂瘤
1001476,外耳道肿瘤
1001480,外耳道耵聍腺肿瘤
1001533,先天性小耳畸形
1001577,五更泻
1001578,体寒
1001660,小肠虚寒
1006709,肠血管瘤
1008532,急慢性肝炎
1008656,过劳肥
1008783,亚健康
1009154,职业病
1010062,胃窦炎
1010470,棘间韧带损伤
1010496,髋关节滑囊炎
1010521,成人先天性髋关节脱位
1013322,睡美人症候群
1013360,静脉瘤
1013396,动脉损伤
1015852,口腔颌面部肿瘤
1016075,睑内翻
1016133,血清病性荨麻疹
1030916,寒冷性荨麻疹
1031158,钙化性肌腱炎
1031185,手足综合症
1031206,足外翻
1031820,拇囊炎
1031835,精神病
1031932,牙髓炎
1031934,急性牙髓炎
1031945,急性根尖周炎
1031972,谵妄综合征及有关疾病
1032031,非器质性性欲减退
1036557,色素斑
1036564,手足心热
1036573,太阳中风
1036622,五更泄
1036675,阴吹
1036704,坐板疮
1036742,指疔
1040173,黑头粉刺痣
1040177,色素性痒疹
1040180,手干裂
1040182,抬头纹
1040233,先天性少白头
1040239,新生儿湿疹
1040255,卵巢性不孕
1040380,月经病
1040383,急性阴道炎
1055457,乙型肝炎
1059899,卵巢囊肿蒂扭转
1059970,子宫纵隔
1059988,子宫内膜不规则脱落
1060030,浸润性乳腺癌
1060352,胆囊囊肿
1060506,肾盂旁囊肿
1060934,许莫氏结节
1062017,支气管病
1062083,不完全性肠梗阻
1062150,便秘性结肠炎
1062230,病毒性胃肠炎
1062282,肠粘连
1064568,慢性非萎缩性胃炎
1064640,食道溃疡
1064693,胃肿瘤
1064800,胃肠疾病
1064888,萎缩性胆囊炎
1092890,颈动脉盗血综合征
1093020,蚂蚁叮咬
1093039,肝破裂
1093114,肺心病
1093136,关节退行性变
1094057,慢性肾功能不全
1094079,肾萎缩
1094190,代谢综合征
1094459,高胰岛素血症
1094627,内分泌功能亢进
1094658,动脉栓塞
1095193,风湿骨病
1095238,脊柱关节炎
1095288,类风湿关节炎
1095334,内湿
1095429,老烂腿
1095710,血毒
1095880,血瘀体质
1095992,小细胞低色素性贫血
1105731,复发性疱疹
1105744,传导性耳鸣
1105946,背肌筋膜炎
1105961,白化病
1128085,浅表性静脉炎
1128239,气阴两虚
1128323,骨坏死
1128360,成人多动症
1128371,扁桃体结石
1128455,鼻腔癌
1128464,跟腱炎
1129012,神经性耳鸣
1129024,传导性耳聋
1129057,上颌窦炎
1129075,腺样体炎
1129134,慢性中耳炎
1129140,急性中耳炎
1129308,真菌性脑膜炎
1129448,鼻腔囊肿
1129520,耳神经痛
1129577,韧带炎
1129721,肌肉痉挛
1135195,癔症性失声
1135201,舌静脉曲张
1135206,牙痈
1135211,心火上炎
1135213,寒滞肝脉证
1135214,原发性侧索硬化
1141089,小儿格林巴利综合症
1141101,增生性疤痕
250168,中毒性弱视
250175,体温过低
250180,特发性阻塞性细支气管炎伴机化性肺炎
250181,呼吸性细支气管相关的间质性肺疾病
250182,脱屑性间质性肺炎
250185,大楼病综合征
250186,免疫缺陷者肺炎
250187,放线菌病
250190,手术后和创伤后肺炎
250191,组织胞浆菌病
250192,菌血症
250194,膈下脓肿
250195,肱骨内上髁炎
250196,僵鉧
250198,肱骨外上髁炎
250199,梨状肌综合征
250200,髌股关节疼痛
250201,腘肌肌腱炎
250204,中毒性休克综合征
250206,旋转带肌腱炎
250210,丹毒丝菌病
250213,跖趾关节痛
250214,趾间神经痛
250217,跟腱前囊炎
250218,跟腱后滑囊炎
250219,踝扭伤
250220,跟骨骨刺综合征
250222,肌腱炎和腱鞘炎
250223,滑囊炎
250224,下背部痛
250225,痉挛性斜颈
250226,骨髓炎
250228,变形性骨炎
250230,骨关节炎
250238,瘢痕性类天疱疮
250241,脱发
250242,先天性耳聋
250243,耳聋
250244,慢性鼻炎
250246,股癣
250247,腮腺混合瘤
250250,皮肤溃疡
250251,肾囊肿
250252,偏执性精神障碍
250253,口周湿疹
250255,硼酸中毒
250256,铊中毒
250259,强碱类中毒
250263,乳酸性酸中毒
250265,肾上腺素中毒
250270,吩噻嗪类抗精神病药物中毒
250271,高锰酸钾中毒
250273,福尔马林中毒
250274,网瘾
250275,镉中毒
250276,肌张力异常
250283,锰中毒
250288,铋中毒
250293,二硫化碳中毒
250295,苯中毒
250992,早产儿
250996,异源内分泌综合征
250998,男性生殖腺机能减退症
251000,遗传性出血性毛细血管扩张症
251002,出血性疾病
251005,口腔粘膜黑棘皮病
251006,口腔粘膜病
251007,混合痔
251008,急性失血所致贫血
251010,梗阻性尿路疾病
251014,霍奇金淋巴瘤
251016,慢性疾病的贫血
251017,铁利用性贫血
251018,叶酸缺乏所致贫血
251019,维生素B12缺乏所致贫血
251021,溶血过度所致贫血
251022,充血性脾肿大
251023,镰状细胞病
251026,地中海贫血
251027,良性前列腺增生
251028,卡波西肉瘤
251029,非霍奇金淋巴瘤
251032,成人全垂体功能减退
251034,常染色体显性多囊肾
251035,肾细胞癌
251036,输尿管损伤
251037,肾脏损伤
251038,免疫介导性肾脏病
251039,中毒性肾病
251040,多发性骨髓瘤
251043,肾动脉粥样栓塞
251044,尿路真菌感染
251045,血小板减少症
251046,肾动脉闭塞
251047,甲状腺功能正常的甲状腺肿大
251048,乳溢
251049,膀胱癌
251050,多腺体缺陷综合征
251052,静止性淋巴细胞性甲状腺炎
251053,继发性肾上腺功能不足
251055,戈谢病
251056,非酮症高血糖-高渗性昏迷
251057,原发性免疫缺陷病
251064,常年性鼻炎
251066,慢性咳嗽
251071,遗传性共济失调
251073,脑积水
251074,全植物神经功能不全
251075,舌咽神经痛
251076,桡神经麻痹
251077,神经症
251079,手足徐动症
251080,外伤后头痛
251084,慢性进行性舞蹈病
251085,梅尼埃病
251086,进行性延髓麻痹
251087,颅内低压性头痛
251088,雷诺综合征
251089,颅内占位性病变引起的头痛
251091,应激反应及适应障碍
251101,葡萄球菌食物中毒
251102,足菌肿
251106,骨膜炎
251109,中间型链球菌感染
251112,噪声病
251114,毒瘾
251115,多发性神经炎
251116,痴呆综合征
251117,丛集性头痛
251122,臂丛神经痛
251123,纯植物神经功能衰竭
251124,腓总神经损害
251125,膈肌麻痹
251129,铁中毒
251133,锌中毒
251134,休克
251144,肠系膜上动脉栓塞
251148,大便失禁
251149,肛管、直肠、结肠狭窄
251150,肠道病毒所致各系统感染
251151,急性出血性坏死性肠炎
251152,皮肤癌
251155,乙醚中毒
251163,前列腺癌
251166,肾母细胞瘤
251167,脑膜瘤
251168,睾丸肿瘤
251173,先天性肥厚性幽门狭窄
251175,先天性直肠肛门畸形
251179,甲状腺癌
251180,异位急性阑尾炎
251184,白血病
251185,胰腺癌
251186,男性尿道癌
251187,结核性肠系膜淋巴结炎
251188,女性尿道癌
251189,上消化道出血
251190,外痔
251191,肾盂肿瘤和输尿管肿瘤
251192,下消化道出血
251193,肾癌
251196,包皮过长
251197,死精症
251198,输精管堵塞
251200,甲状旁腺危象
251201,无精症
251202,不射精症
251203,少精子症
251204,妄想症
251205,阴囊湿疹
251206,精囊炎
251207,睾丸炎
251208,男性生殖器外伤
251209,男性生殖器畸形
251212,甲营养不良
251214,肾结石
251215,多汗症
251216,结节性红斑
251217,剥脱性角质松解症
251219,红皮病
251220,腋臭
251221,声带息肉
251222,瘢痕疙瘩
251223,虫咬皮炎
251224,手足皲裂
251225,鱼鳞病
251226,色素紫癜性皮炎
251227,单纯糠疹
251228,激素依赖性皮炎
251229,多毛症
251230,异位性皮炎
251231,萎缩性胃炎
251232,疱疹性咽峡炎
251233,连续性肢端皮炎
251234,化脓性肉芽肿
251235,挤压综合征
251237,肩周炎
251239,尿毒症
251240,口腔癌
251241,黄曲霉素中毒
251243,色盲
251244,卵巢早衰
251246,急性骨髓性白血病
251248,内痔
251250,雪盲
251251,冻疮
251252,舌下腺囊肿
251256,股骨头坏死
251257,糖尿病足
251258,脊髓小脑变性症
251260,帕金森病
251261,不孕症
251262,皮肤过敏
251263,乳 痈
251264,房事头疼症
251265,三痹
251266,热入血室
251267,妊娠恶阻
251268,乳发
251269,乳痨
251270,乳疬
251271,乳泣
251272,房事两感症
251273,颞骨和下颔骨关节异常
251274,皮肤皲裂
251275,皮肤结核
251276,赤膜下垂
251277,皮肤及软组织感染
251279,脾水
251280,痨瘵
251281,雷头风
251282,肋间神经痛
251283,离位皮炎
251284,脉痹
251285,热汗
251286,热咳
251287,急淋
251288,热秘
251289,热伤风
251290,热哮
251291,虫证
251292,漆疮
251293,气秘
251294,气瘤
251295,气腹痛
251296,气瘿
251297,气胀
251298,千日疮
251299,憩室病
251300,嵌顿包茎
251301,猫眼疮
251302,马牙
251303,麻风病
251304,偻附
251305,干呕
251306,流痰
251307,流注
251308,六瘤
251309,癃闭
251310,凉燥
251312,尿石症
251313,情感性交叉擦腿症
251314,秋燥
251315,脾疳
251316,热毒冲心
251317,皲裂疮
251318,客忤
251319,口糜
251320,狂病
251321,治猩红热
251322,尿路感染
251323,黧黑斑
251324,臁疮
251325,厥证
251326,女劳疸
251328,呕吐
251330,酒胀
251331,聚星障
251332,厥脱
251333,皮痹
251334,胬肉攀睛
251335,结胸证
251336,结胸
251337,金疮
251338,节育手术并发症
251339,角膜葡萄肿
251340,化脓性角膜炎
251341,椒疮
251342,交肠
251343,煎厥
251344,夹阴伤寒
251345,夹色伤寒
251346,急黄
251347,急喉风
251348,积滞
251349,脓包疮
251350,脊疳
251352,回乳
251353,肉痹
251354,痉病
251355,久疟
251356,脓窠疮
251357,筋痹
251358,浸淫疮
251359,筋痿
251360,筋瘤
251361,筋骨懈堕
251362,噤口痢
251363,经行发热
251364,经行流涎
251365,经行舌麻
251366,经行尿感
251367,经行失眠
251368,经行头痛
251369,经行泄水
251370,惊风
251371,气虚眩晕
251372,脾虚泄泻
251373,痞气
251374,脾劳
252010,睥翻粘睑
252011,脾约
252012,梅核气
252013,内热
252014,目劄病
252016,婴幼儿舌下囊肿
252017,面游风
252018,偏沮
252019,盆腔炎症性不孕症
252020,赤丝虬脉
252021,风湿性关节炎
252022,小儿脑瘫
252023,克兰费尔特综合征
252026,急性胆囊炎
252027,甲亢
252028,卵巢囊肿
252029,子宫内膜癌
252030,非酒精性脂肪肝病
252032,禽流感
252033,功能性呕吐
252034,消化道憩室病
252035,癔球症
252036,伪膜性肠炎
252037,弥漫性食管痉挛
252039,嗜酸性筋膜炎
252041,寒湿泄泻
252042,寒饮咳嗽
252043,汗证
252044,红蝴蝶疮
252045,喉痹
252046,喉疮
252047,喉喑
252048,产后虚羸
252049,产后伤食
252051,飞扬喉
252052,肝胆湿热
252053,产后三急
252054,肠风
252055,肠结
252056,儿童顿咳
252057,白秃疮
252058,产后劳伤
252059,耳疖
252060,产后目病
252061,产后三冲
252062,肺衰
252063,肺衰
252064,恶寒发热
252065,肺痿
252066,肝炎
252067,肺气虚
252068,肺热咳嗽
252069,潮热
252070,肠郁
252071,赤白游风
252072,中风后遗症
252073,肺络张
252074,精子增多症
252075,尿精
252076,男科外伤
252077,脑鸣
252079,脑萎
252080,脑痨
252081,狐惑
252082,花柳病
252083,花翳自陷
252084,肺闭喘咳
252086,肺风粉刺
252088,奶麻
252089,囊痈
252090,黄水疮
252091,环跳疽
252092,赤脉传睛
252093,黄体功能不全性不孕
252094,癫狂病
252095,颤证
252096,白睛溢血
252097,白痢
252098,癫病
252099,白膜侵睛
252100,产后痉症
252101,干槽症
252102,肥疮
252103,肥气
252104,耳疔
252105,耳疮
252106,产后风
252107,产后喘促
252108,蚕豆病
252109,痹证
252110,闭经性头痛
252111,鼻鼽
252112,奔豚气
252113,崩漏
252114,鼻疔
252115,背痈
252116,暴泻
252118,顿呛
252119,疔疮
252120,冻僵
252121,膀胱咳
252122,膀胱气痛
252123,胞痹
252124,胞生痰核
252125,白屑风
252126,白淫
252127,产褥中暑
252128,疮疡
252129,原发性胆汁性肝硬化
252130,肝脓肿
252131,肥胖症
252132,溃疡性结肠炎
252133,柏哲病
252134,阑尾寄生虫病
252135,盲肠肉芽肿
252136,肿瘤性息肉
252137,老年急性阑尾炎
252138,结缔组织性肠炎
252141,结肠扭转
252142,大肠类癌
252143,结肠瘘
252144,大肠癌
252145,大肠息肉
252148,结肠癌
252149,类癌
252150,热带口炎性腹泻
252151,嗜酸细胞性胃肠炎
252152,小肠吸收不良综合征
252153,肠梗阻
252154,放射性肠炎
252155,缺血性结肠炎
252157,肠结核
252159,十二指肠壅积症
252160,胃潴留
252161,慢性胃炎
252162,急性胃炎
252163,反流性食管炎
252165,胃肠食物不耐受症
252166,残胃癌
252167,胃泌素瘤
252168,胃癌
252169,胃肠道功能紊乱
252171,胃粘膜脱垂症
252172,餐后血糖过低症
252173,急性胃扩张
252174,消化性溃疡
252175,胃切除后胆汁返流性胃炎
252176,卓－艾氏综合征
252177,食管癌
252178,骨折
252179,关节脱位
252180,Reis-Bucklers角膜营养不良
252184,角膜基质炎
252185,蚕食性角膜溃疡
252186,Theodore上方角膜缘角结膜炎
252188,成人类风湿性关节炎性巩膜炎
252190,白塞病性巩膜炎
252191,巨细胞动脉炎性巩膜炎
252192,系统性红斑狼疮性巩膜炎
252193,强直性脊柱炎性巩膜炎
252194,赖特综合征性巩膜炎
252195,银屑病关节炎性巩膜炎
252197,复发性多软骨炎性巩膜炎
252198,结节性多动脉炎性巩膜炎
252199,过敏性肉芽肿性血管炎相关巩膜炎
252200,革兰阳性球菌和革兰阴性杆菌性巩膜炎
252201,非典型分枝杆菌性巩膜炎
252202,结核性巩膜炎
252204,梅毒性巩膜炎
252206,带状疱疹病毒性巩膜炎
252209,弓形体病性巩膜炎
252210,真菌性巩膜炎
252211,年龄相关性白内障
252213,代谢性白内障
252217,急性粒细胞缺乏
252218,懒惰白细胞综合征
252220,白细胞葡萄糖-6-磷酸脱氢酶缺乏症
252223,反应性浆细胞增多症
252227,淀粉样变性
252228,血管免疫母细胞性淋巴结病
252229,Castleman病
252230,朗格汉斯组织细胞增多症
252231,中性粒细胞增多症
252233,嗜酸粒细胞增多症
252236,急性嗜酸性粒细胞性肺炎
252243,窦性组织细胞增生伴巨大淋巴结病
252246,坏死性结节病样肉芽肿病
252251,淋巴瘤细胞白血病
252252,成人T细胞白血病
252256,恶性淋巴瘤
252258,蕈样真菌病和Sezary综合征
252266,组织细胞坏死性淋巴结炎
252267,肝素诱导性血小板减少症
252268,海绵状血管瘤血小板减少综合征
252269,血小板促凝活性异常
252270,血小板无力症
252274,血友病甲
252275,血友病乙
252277,血小板型假性血管性血友病
252278,新生儿出血症
252280,遗传性凝血因子Ⅴ缺乏症
252281,遗传性凝血因子Ⅶ缺乏
252282,遗传性凝血因子Ⅹ缺乏
252283,遗传性凝血因子Ⅺ缺乏
252284,遗传性凝血因子ⅩⅢ缺乏
252285,尿路痉挛痛
252288,遗传性抗凝血酶Ⅲ缺乏症
252292,获得性维生素K依赖性凝血因子异常
252293,获得性循环抗凝物质增多症
252294,严重肝病引起获得性凝血因子异常
252295,原发性纤维蛋白溶解症
252296,播散性血管内凝血
252297,继发性血小板增多症
252298,血栓形成
252299,感染性血小板减少性紫癜
252300,输血后血小板减少性紫癜
252301,自身红细胞过敏性紫癜
252302,药物免疫性血小板减少性紫癜
252303,同种免疫性新生儿血小板减少性紫癜
252304,睑球粘连
252305,眼睑皮脂腺癌
252306,眼睑基底细胞癌
252307,眼睑恶性黑色素细胞肿瘤
252308,家族性渗出性玻璃体视网膜病变
252310,黄斑囊样水肿
252312,中心性渗出性脉络膜视网膜病变
252313,视网膜下新生血管膜
252314,特发性黄斑裂孔
252315,卵黄状黄斑营养不良
252318,获得性视网膜劈裂
252320,变性性近视的眼底损害
252321,高血压病视网膜病变
252322,恶性高血压视网膜病变
252323,妊娠高血压综合征眼底病变
252324,动脉阻塞或狭窄视网膜病变
252325,主动脉弓综合征视网膜病变
252331,巨大裂孔性视网膜脱离
252334,视网膜后膜
252335,视网膜毛细血管血管瘤
252336,玻璃体积血
252338,远视
252339,尿赤便秘
252340,散光
252342,无晶状体眼
252343,老视
252345,眼球后退综合征
252346,上斜肌腱鞘综合征
252347,固定性斜视
252349,爆裂性眼眶骨折
